"grade","rank","math","verbal","prev","rdg","father","mother","gender"
1,0.459207459207459,430,490,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Female"
0,0.666666666666667,470,420,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.666666666666667,470,420,TRUE,"Never","High School Diploma or GED","Some College","Male"
0,0.902621722846442,490,540,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.371584699453552,540,570,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.630272952853598,510,490,FALSE,"Never","Not Available","Not Available","Female"
1,0.80188679245283,480,510,FALSE,"Never","Not Available","Not Available","Female"
1,0.816700610997963,510,420,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.305177111716621,470,420,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.305177111716621,470,420,TRUE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.590909090909091,490,420,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.678260869565217,610,610,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
1,0.434931506849315,450,490,FALSE,"Never","Graduate/Professional degree","Some College","Male"
0,0.391304347826087,420,490,FALSE,"Never","Some College","Some College","Male"
1,0.666666666666667,480,550,FALSE,"Never","High School Diploma or GED","Some High School","Female"
1,0.819753086419753,430,480,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.760722347629797,580,460,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
1,0.83419689119171,440,470,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.420118343195266,490,470,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.651685393258427,520,430,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.333333333333333,440,460,FALSE,"Never","Some College","Some College","Female"
1,0.343234323432343,500,540,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
1,0.763440860215054,480,510,FALSE,"Never","Some College","Some College","Female"
0,0.790419161676647,380,440,FALSE,"Never","Some High School","High School Diploma or GED","Female"
0,0.493975903614458,480,430,FALSE,"Never","High School Diploma or GED","Bachelor Degree","Male"
1,0.798283261802575,540,640,FALSE,"Never","Some College","Some College","Female"
0,0.73490813648294,380,440,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.755741127348643,400,440,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.755741127348643,400,440,TRUE,"Never","High School Diploma or GED","Some College","Female"
1,0.949868073878628,630,500,FALSE,"Never","Some College","Bachelor Degree","Male"
1,0.742990654205608,540,530,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.591036414565826,510,450,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.746268656716418,370,380,FALSE,"Never","Some College","Some College","Female"
0,0.584521384928717,410,360,FALSE,"Never","High School Diploma or GED","Graduate/Professional degree","Female"
1,0.7875,570,510,FALSE,"Never","Some College","Some College","Male"
1,0.9375,690,580,FALSE,"Never","Bachelor Degree","Graduate/Professional degree","Female"
1,0.75609756097561,500,320,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.9,490,450,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.883720930232558,500,560,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.860869565217391,610,510,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
0,0.683969465648855,430,420,FALSE,"Never","No High School","No High School","Male"
1,0.714640198511166,500,560,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.247261345852895,480,440,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.833333333333333,600,540,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.696261682242991,490,460,FALSE,"Never","Some College","Some High School","Female"
0,0.604444444444444,480,340,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.4,530,550,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.770909090909091,440,460,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.681742043551089,420,530,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.75764705882353,420,450,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.875,410,460,FALSE,"Never","Bachelor Degree","Some College","Female"
0,0.392523364485981,540,410,FALSE,"Never","Some High School","High School Diploma or GED","Male"
1,0.802491103202847,560,540,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.793522267206478,500,530,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.888888888888889,580,680,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.927272727272727,520,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.616780045351474,500,350,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.598694942903752,290,330,FALSE,"Never","Some College","Some College","Female"
0,0.575555555555556,400,440,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.575555555555556,400,440,TRUE,"Never","Bachelor Degree","Some College","Male"
0,0.636215334420881,430,350,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.740983606557377,490,510,FALSE,"Never","Not Available","Not Available","Female"
0,0.418269230769231,440,450,FALSE,"Never","Some High School","High School Diploma or GED","Female"
1,0.605568445475638,520,500,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
0,0.370370370370370,420,530,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.833333333333333,600,540,FALSE,"Never","Some College","Some College","Male"
1,0.965432098765432,540,490,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Female"
0,0.649350649350649,460,410,FALSE,"Never","Some High School","Some College","Male"
0,0.818181818181818,480,430,FALSE,"Never","High School Diploma or GED","Some College","Female"
1,0.265625,640,440,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.216666666666667,420,610,FALSE,"Never","Bachelor Degree","Some High School","Female"
1,0.216666666666667,420,610,TRUE,"Never","Bachelor Degree","Some High School","Female"
0,0.634146341463415,480,400,FALSE,"Never","Some College","Some College","Male"
1,0.876543209876543,540,460,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.209259259259259,360,590,FALSE,"Never","Some College","Some College","Male"
1,0.782608695652174,540,520,FALSE,"Never","Some College","Some College","Female"
1,0.801526717557252,520,550,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.961538461538462,570,540,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.484848484848485,460,450,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.466666666666667,610,480,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.733333333333333,530,630,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.96,600,480,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.9,490,540,FALSE,"Never","Some College","Bachelor Degree","Female"
0,0.59297520661157,590,460,FALSE,"Never","Some College","Bachelor Degree","Male"
0,0.469348659003831,450,550,FALSE,"Never","Some College","Some College","Female"
1,0.439024390243902,650,380,FALSE,"Concurrent","Not Available","Not Available","Male"
1,0.850574712643678,620,450,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.664819944598338,520,470,FALSE,"Never","Some College","Some College","Female"
1,0.65158371040724,590,630,FALSE,"Never","Not Available","Not Available","Male"
1,0.897058823529412,620,490,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
1,0.89090909090909,550,470,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Male"
0,0.401442307692308,560,450,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
1,0.769230769230769,500,470,FALSE,"Never","High School Diploma or GED","Some High School","Male"
0,0.703208556149733,520,390,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Male"
0,0.223379629629630,510,480,FALSE,"Never","Not Available","Not Available","Male"
0,0.78125,530,610,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.949324324324324,610,620,FALSE,"Never","Not Available","Not Available","Female"
1,0.954545454545455,610,480,FALSE,"Never","Some College","Bachelor Degree","Female"
1,0.659630606860158,470,420,FALSE,"Never","Some College","Some College","Female"
1,0.776061776061776,470,490,FALSE,"Never","Some College","High School Diploma or GED","Female"
0,0.359872611464968,540,530,FALSE,"Never","Bachelor Degree","High School Diploma or GED","Female"
1,0.938144329896907,460,310,FALSE,"Never","Some College","Graduate/Professional degree","Female"
0,0.695652173913043,360,370,FALSE,"Never","Some College","Some College","Female"
1,0.857142857142857,530,480,FALSE,"Never","High School Diploma or GED","Some High School","Female"
1,0.84083044982699,500,330,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.636363636363636,420,450,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.283582089552239,420,450,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.54292343387471,400,400,FALSE,"Never","Some College","Some College","Female"
0,0.82210242587601,540,470,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
1,0.873949579831933,550,410,FALSE,"Never","High School Diploma or GED","Some College","Male"
1,0.760416666666667,500,500,FALSE,"Never","Bachelor Degree","Some College","Male"
1,0.827586206896552,490,450,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.902834008097166,670,540,FALSE,"Never","Some College","Some College","Male"
1,0.662591687041565,520,510,FALSE,"Never","Graduate/Professional degree","Bachelor Degree","Male"
0,0.269417475728155,420,490,FALSE,"Never","Bachelor Degree","Some College","Male"
0,0.373737373737374,420,450,FALSE,"Concurrent","High School Diploma or GED","High School Diploma or GED","Female"
0,0.883870967741936,540,490,FALSE,"Never","Not Available","Not Available","Female"
1,0.833333333333333,460,580,FALSE,"Never","High School Diploma or GED","Some High School","Female"
0,0.370309951060359,450,400,FALSE,"Never","Some College","Graduate/Professional degree","Male"
0,0.470588235294118,580,560,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.577464788732394,490,370,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.435294117647059,450,460,FALSE,"Concurrent","Not Available","Not Available","Female"
1,0.913793103448276,520,540,FALSE,"Never","Some College","Some College","Female"
0,0.909090909090909,530,420,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.962962962962963,550,490,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
0,0.4453125,440,510,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.885947046843177,600,510,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.419724770642202,550,570,FALSE,"Never","Some College","Some College","Female"
1,0.981481481481482,640,490,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
0,0.474903474903475,470,440,FALSE,"Never","Bachelor Degree","Bachelor Degree","Male"
0,0.284345047923323,320,460,FALSE,"Never","Not Available","Bachelor Degree","Female"
1,0.495652173913044,470,430,FALSE,"Passed","Some College","High School Diploma or GED","Female"
0,0.491228070175439,440,510,FALSE,"Never","High School Diploma or GED","Some College","Male"
0,0.634146341463415,440,460,FALSE,"Never","Some College","Some College","Female"
1,0.634146341463415,440,460,TRUE,"Never","Some College","Some College","Female"
0,0.81159420289855,570,380,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Male"
0,0.723618090452261,430,500,FALSE,"Never","Associate/two-year degree","Graduate/Professional degree","Female"
0,0.407172995780591,460,470,FALSE,"Never","Bachelor Degree","Some College","Female"
1,0.407172995780591,460,470,TRUE,"Never","Bachelor Degree","Some College","Female"
1,0.939320388349515,590,630,FALSE,"Never","High School Diploma or GED","Some College","Female"
0,0.708333333333333,440,510,FALSE,"Never","Some College","Some College","Female"
1,0.945454545454545,510,500,FALSE,"Never","No High School","No High School","Female"
0,0.741463414634146,410,420,FALSE,"Never","Some High School","Some High School","Female"
0,0.741463414634146,410,420,TRUE,"Never","Some High School","Some High School","Female"
1,0.9,470,420,FALSE,"Never","Not Available","Not Available","Female"
0,0.733333333333333,460,490,FALSE,"Never","Some College","Graduate/Professional degree","Male"
0,0.672413793103448,440,340,FALSE,"Never","Bachelor Degree","Bachelor Degree","Female"
1,0.848214285714286,440,550,FALSE,"Never","Some College","High School Diploma or GED","Female"
1,0.588235294117647,560,430,FALSE,"Never","Some College","Some College","Female"
1,0.857142857142857,620,490,FALSE,"Never","Some College","Some College","Female"
1,0.863636363636364,530,380,FALSE,"Never","Not Available","High School Diploma or GED","Female"
1,0.921739130434783,640,620,FALSE,"Never","Graduate/Professional degree","Graduate/Professional degree","Female"
0,0.85,500,610,FALSE,"Never","High School Diploma or GED","High School Diploma or GED","Female"
1,0.83076923076923,600,510,FALSE,"Never","Some High School","Some High School","Female"
